name,name_lower,occurrences,first_offset,chapters,num_chapters,context_sample
Attendez,attendez,4,10677,"0,2,34,45",4,"-- Attendez,31 -- сказала Анна "
Ce,ce,4,10817,"0,2,35",3,"быть, это
уладится. Ce sera dans votre fam"
Морио,морио,4,11648,"1,63",2,ил; приехал и аббат Морио и многие другие.
Soyez,soyez,4,14050,"1,3,17,20",4,"-- Soyez tranquille, Lise, v"
Quelle,quelle,4,14407,"1,2,7,48",4,-- Quelle délicieuse personne
Прежде,прежд,4,16327,"1,5,35,63",4,"ратную
неучтивость. Прежде он, не дослушав сло"
Voyons,voyons,4,22016,"2,19,47",3,"проговорила она. --
Voyons, à quoi pensez-vous"
Действительно,действительно,4,24789,"2,15,26,51",4,"ь к опасному месту.
Действительно, Пьеру удалось завя"
Поверьте,поверьт,4,29812,"3,55,57",3,"-- Поверьте, что я сделаю всё, "
Друбецкой,друбецк,4,30037,"3,6,51",3," носила имя княгини Друбецкой, одной из лучших фа"
Ch,ch,4,31872,"3,6,20",3,"-- Chère Анна Михайловна,"
Moscou,moscou,4,42644,"3,16,20",3,"-- В Moscou есть одна барыня, u"
Для,дл,4,50876,"4,45,48,63",4,-- Для чего? я не знаю. Та
Чего,чего,4,53439,"5,25,62,63",4,"-- Чего ты боишься, Лиза? Я"
Прощайте,прощайт,4,55537,"5,63",2,"… Нет, успокойтесь… Прощайте…"
Иди,ид,4,65828,"5,21,23,36",4,акричал от окна: -- Иди сюда -- разойми пар
Постой,пост,4,69350,"5,20,27",3,-- Постой! -- закричал Долохо
Кирилла Владимировича Безухова,кирилл владимирович безух,4,79721,"6,9,10",3," -- И это сын
графа Кирилла Владимировича Безухова так умно забавляетс"
Борю,бор,4,81293,"6,9,10",3,"атери. Он и крестил Борю, -- прибавила
она, "
Какое,како,4,91599,"8,55,63",3,-- Какое милое существо ваша
Пускай,пускай,4,94184,"8,9,31,48",4,"-- Пускай ищет, -- сказала он"
Неужели,неужел,4,109076,"10,42,48,49",4,-- Неужели? -- воскликнула Анн
Анною Михайловной,анно михайловн,4,109538,"10,17",2,"покровительствуемою Анною Михайловной еще гораздо
бòльшую"
Петр Николаич,петр николаич,4,129038,13,1,"-- Нет-с, Петр Николаич, я только желаю пок"
Мама,мам,4,142486,"14,15",2,-- Мама! -- прозвучал по вс
Перед,перед,4,143916,"14,26,35,58",4,"то будет ананасное.
Перед мороженым подали ша"
Ключ,ключ,4,144921,"15,20",2,"-- ""Ключ"", -- отвечал Никола"
Безуховым,безуховым,4,154656,"16,45,63",3,"вили
ужин, с графом Безуховым сделался шестой уда"
Прекрасно,прекрасно,4,165354,"16,29,33,63",4," -- сказала она. -- Прекрасно! Очень хорошо! Мне
"
Allons,allons,4,187143,"18,19,21",3,на смену княжну. -- Allons.198
Большой,больш,4,198952,"20,24,45,53",4,"нно-употребляемыми. Большой стол, на котором ле"
Pourquoi,pourquoi,4,203766,"20,49",2,"s notre séparation. Pourquoi ne sommes-nous pas
"
Nicolas,nicolas,4,206524,"20,50",2," bien, que le comte Nicolas est trop jeune pour"
Sauveur,sauveur,4,211214,20,1,role de notre divin Sauveur qu'il est plus aisé
Старый,старый,4,225586,"21,22,23,46",4,"дение на
французов. Старый князь не выказал ни"
Два,дв,4,231810,"22,31",2,"авши, князь Андрей. Два: Фридрих и Суворов…"
Конечно,конечно,4,241281,"23,46,48,63",4,"-- Конечно, в чем дело?"
Чтобы,чтоб,4,241448,"23,27,44",3,"а и шеи не оттянет… Чтобы тебе сделать
удовол"
Или,ил,4,243857,"23,25,27,58",4,"й, надо проститься. Или иди одна, разбуди е"
Долохове,долохов,4,266076,"25,62",2,ить о разжалованном Долохове в этом полку.
Слушаю,слуша,4,268687,"25,27,57,59",4,"-- Слушаю, ваше превосходител"
Там,там,4,270686,"25,28,35",3,"се оголтелый пошел. Там всё как будто
поляк"
Сзади,сзад,4,271960,"25,39,40,42",4,"ьно попадая в ногу. Сзади
роты послышались зв"
Жерковым,жерковым,4,284402,"26,28,31",3,"есвицким и шутником Жерковым; они, как
всегда, ч"
Николай Ростов,николай рост,4,287873,"27,31,51,54",4,"ором юнкером служил Николай Ростов, расположен был в н"
Верно,верно,4,290647,"27,42,59,63",4,"С вечера не бывали. Верно, проигрались, -- от"
Ох,ох,4,294549,"27,28,31,42",4,"-- Ох, не люблю молодца, "
Голос,голос,4,305791,"28,36,46,53",4,"полк вам ничего? -- Голос
штаб-ротмистра начи"
Несвицкому,несвицком,4,310096,"29,30,31",3,"ак, сопутствовавший Несвицкому, подал сумочку и фл"
Эк,эк,4,316330,"30,46,58",3,-- Эк торопятся! Что он х
Бедуина,беду,4,319905,"30,31,51,52",4,"красивого вороного, Бедуина, который, мигая
уша"
Штаб,штаб,4,326834,"31,38,41",3,"одъехал к Кирстену. Штаб-ротмистр, на широко"
Завтра,завтр,4,348474,"32,45,57",3,"арю вас, отдохните. Завтра
будьте на выходе по"
Ауэрсперг,ауэрсперг,4,356878,"33,35",2,"de
pont,272 и князь Ауэрсперг? У нас были слухи, "
Едва,едв,4,364427,"34,40,57,61",4,-- Едва ли я воспользуюсь в
Ланн,ланн,4,369637,"35,42",2,"ода маршалы: Мюрат, Ланн и Бельяр, садятся в"
Тулон,тулон,4,370533,"35,40,56,59",4,"ия, что вот он, тот Тулон, который выведет
ег"
Голлабрун,голлабрун,4,389213,37,1,", Багратион вышел
в Голлабрун на венско-цнаймскую"
Грунт,грунт,4,393709,"38,40,43",3,"Кутузова, приехал в Грунт и явился к Багратио"
Есть,есть,4,403328,"38,40,42,63",4,-- Нет Бонапарте. Есть император! Sacré no
Налево,налево,4,404811,"39,40,60",3,"стры артиллеристов. Налево, недалеко от
крайне"
Сергею Кузьмичу,серге кузьмич,4,488949,46,1,"сударь, обращаясь к Сергею Кузьмичу,
говорил, что со вс"
Сергей Кузьмич,серг кузьмич,4,489200,46,1,"
начинался словами: Сергей Кузьмич! Со всех сторон дох"
Катя,кат,4,512887,"47,49",2,"s cela pour
moi.342 Катя, -- сказала она гор"
Долгоруковым,долгоруковым,4,593731,"53,55,57",3,"дор вслед за князем Долгоруковым и
встретили выходив"
Fluegel,fluegel,4,616478,56,1,d mit seinem linken Fluegel an die mit Wald bed
Над,над,4,645462,"58,59,60,63",4," совершенно светло. Над ним было ясное, гол"
Працена,працен,4,647015,"58,59,61,62",4,"ы,
двигавшиеся близ Працена, составляли центр р"
Марии Феодоровны,мари феодоровн,3,863,"0,45",2,"иженная императрицы Марии Феодоровны, встречая важного и"
Дочь,дочь,3,2441,"0,7",2,-- сказал князь. -- Дочь заедет за мной и по
Наш,наш,3,3943,"0,16,61",3,сительницей Европы. Наш благодетель знает с
Всем,вс,3,12933,"1,5,46",3,"твенно ее красотой. Всем
было весело смотрет"
Смотрите,смотрит,3,13745,"1,6,15",3,"-- Смотрите, Annette, ne me jou"
Dites,dites,3,14254,"1,49,59",3,"l va se faire tuer. Dites moi, pourquoi cette"
Глядя,гляд,3,17798,"1,59,63",3," он может услыхать. Глядя на
уверенные и изящ"
Charmant,charmant,3,24269,"2,53",2,"-- Charmant,61 -- сказала Анна "
Андрей Болконский,андр болконский,3,26018,"2,51,63",3,"о был молодой
князь Андрей Болконский, муж маленькой княг"
Послушайте,послушайт,3,30554,"3,51,63",3,"-- Послушайте, князь, -- сказала "
Oh,oh,3,37934,"3,19,48",3,-- Ah! Oh! -- сказали разные 
Бурбоны,бурбон,3,38206,"3,63",2,"тчаянностью, -- что Бурбоны
бежали от революции"
"Но
Пьер",но пьер,3,38458,"3,17,46",3,"зала Анна Павловна. Но
Пьер, не отвечая, продол"
Разговор,разговор,3,43746,"3,25,48",3,"выходку мсье
Пьера. Разговор после анекдота расс"
Толстый,толстый,3,44061,"4,38,41",3,"Пьер был неуклюж. Толстый, выше обыкновенного"
Анет,анет,3,51561,"5,63",2,"в кресло, -- отчего Анет не вышла
замуж? Как"
Голова,гол,3,62758,"5,41,46",3,"ешить, ни обдумать. Голова болит, денег нет. Н"
Честное,честно,3,62871,"5,50,63",3,-- Честное слово!
Анатоля Курагина,анатол кураг,3,63477,"5,6,49",3,"ьер
вспомнил, что у Анатоля Курагина нынче вечером должн"
Англичанин,англичан,3,68311,5,1,-- Англичанин хвастает… а?… хорош
Молодой,молод,3,69774,"5,57,63",3,"охова по-английски. Молодой худощавый мальчик, "
Гвардия,гварди,3,74394,"6,45,51",3,"дейские прапорщики. Гвардия уже вышла из
Петерб"
Кажется,кажетс,3,80205,"6,23,46",3,"ко незаконные дети. Кажется… и Пьер
незаконный."
Мими,мим,3,83887,7,1,-- Видите?.. Кукла… Мими… Видите.
Совсем,совс,3,88386,"8,50",2,"-- Совсем не из дружбы, -- от"
Какая,кака,3,95620,"8,63",2,-- Какая же это одна вещь? -
Прощай,прощай,3,105076,"9,25,63",3,"-- Прощай, душа моя, -- сказа"
Boris,boris,3,105633,"10,19",2,"-- Mon cher Boris,138 -- сказала княг"
Страшно,страшно,3,109136,"10,23,40",3," -- Ах, это ужасно! Страшно
подумать… Это мой с"
Старайтесь,старайтесь,3,109635,"10,34,63",3,-- Старайтесь служить хорошо и бы
Мало,мало,3,110789,"10,16,44",3,"-- Мало надежды, -- сказал "
Официант,официант,3,113375,"10,13,22",3,Он пожал плечами. Официант повел молодого чело
Гм,гм,3,115350,"11,22,47",3,-- Гм!.. Ежели вы хотите 
Граф Ростов,граф рост,3,117506,"11,57",2,-- Граф Ростов просил вас нынче пр
Илья,иль,3,117695,"11,62",2," -- Так вы его сын, Илья?
Я, можете себе пре"
Помните,помнит,3,117759,"11,19,48",3,"инуту не узнал вас. Помните, как
мы на Воробьев"
Другие,други,3,130398,"13,26,62",3,"Граф расхохотался. Другие гости, видя, что Ши"
Звуки,звук,3,135533,"13,43,44",3,гости разместились. Звуки домашней музыки гра
Полковник,полковник,3,138592,"14,31",2," и более оживлялся. Полковник
рассказал, что мани"
Суворовы,суворов,3,140082,"14,22,38",3,"ure,171 а где у нас Суворовы теперь? Je vous dem"
Данилу Купора,данил купор,3,151649,15,1,-- Семен! Данилу Купора знаешь?
Батюшка,батюшк,3,152603,"15,51,63",3,-- Батюшка-то наш! Орел!-- про
Екатерины,екатерин,3,157006,"16,17,19",3,"сидел под портретом
Екатерины, облокотившись на с"
Стало,стало,3,169362,"17,27,44",3,"ли на них внимания. Стало-быть, это так нужно"
Увидав,увидав,3,171706,"17,36,48",3," с князем Васильем. Увидав
проходящих, князь В"
Немного,немного,3,179002,"18,27,60",3,ржественно служили. Немного позади их стояли дв
Allez,allez,3,187644,"19,45,59",3,"Анне Михайловне. -- Allez, ma pauvre Анна Мих"
Около,около,3,188164,"19,44,47",3,"ор и холодный ужин. Около стола собрались, чт"
Позвольте,позвольт,3,189348,"19,27,36",3,"-- Позвольте мне, княгиня, знать"
Старик,старик,3,201756,"20,23",2,торе понять задачу. Старик выходил из себя: с 
Князю Андрею,княз андре,3,219413,"21,23,44",3,"nne тоже заплакала.
Князю Андрею было, очевидно, нел"
Нехорошо,нехорошо,3,225960,"21,29,31",3,"головой, сказал: --
Нехорошо! Продолжай, продолж"
"Михаил
Иванович",михаил иванович,3,229275,"22,23",2,"Садитесь, садитесь! Михаил
Иванович, садитесь."
Ступай,ступай,3,234108,"22,49,62",3,-- Ступай же ты к Буонапарте 
Маленькая,маленька,3,234997,"23,47",2," обеда ушел к себе. Маленькая княгиня была у
золо"
Андрюша,андрюш,3,236516,23,1," очень переменился, Андрюша, -- прибавила она
к"
Царицыном,царицын,3,255071,"24,59",2,-- И на Царицыном лугу с поля бы не п
Командира,командир,3,257631,"24,62",2," останавливаясь. -- Командира
3-й роты!…"
Разрешил,разрешил,3,259419,24,1,-- Разрешил? Разрешил? Вот вы в
Feind,feind,3,277677,"26,56",2,"70 000 Mann, um den Feind, wenn er den Lech p"
Ulm,ulm,3,277776,"26,35,36",3," da wir Meister von Ulm sind, den
Vortheil,"
Козловского,козловского,3,278873,"26,36",2," наших
лазутчиков у Козловского. Вот два письма от "
Козловскому,козловском,3,281053,"26,36",2,"дежурному адъютанту Козловскому, который с книгой с"
Несвицким,несвицким,3,284381,"26,56",2,е с своим сожителем Несвицким и шутником Жерковым
Славно,славно,3,289251,"27,29,41",3,"""Славно! Такая будет лошадь"
Вахмистр,вахмистр,3,292592,"27,31",2,-- Вахмистр! -- сказал Лаврушка
Всех,всех,3,297970,"27,52,61",3,"шелек, а то запорю. Всех запорю!"
Посмотрите,посмотрит,3,300496,"27,29,31",3,"вдруг
побледнел. -- Посмотрите, юноша, -- прибавил"
Поход,поход,3,308115,28,1,"-- Поход, господа. Мак в пле"
Дунай,дунай,3,309549,"29,32,63",3,"ами впадения Энса
в Дунай, виднелся левый ска"
Им,им,3,311385,"29,32,48",3,"-- Им ведь и скучно, -- с"
Много,много,3,315471,"30,56,57",3,",
говорил казак. -- Много ль еще там?"
Никто,никто,3,324120,"31,53,62",3,"освещенной солнцем? Никто не знает,
и хочется"
Живо,живо,3,331975,"31,32",2,-- Живо! Живо! -- проговори
Геную,гену,3,353970,"33,63",2," ему лучше
оставить Геную? -- тем же тоном ск"
Шенбрунне,шенбрунн,3,356071,"33,37",2,"ята, но Бонапарте в Шенбрунне, а граф, наш милый "
Билибину,билибин,3,368033,"35,55",2,"возвращался домой к Билибину. У крыльца дома,
за"
Прямо,прямо,3,378207,"36,39,56",3,"н
подъехал к обозу. Прямо против него ехал ст"
Важно,важно,3,379799,"36,43",2,"-- Важно отбрил адъютантика,"
Киевский,киевский,3,383386,"36,39,40",3,", диктуя писарю, -- Киевский
гренадерский, Подол"
Христос,христос,3,385168,"36,46",2,"л он Багратиону. -- Христос с тобой.
Благословл"
Сидоров,сидор,3,401967,38,1,"оспевает. Ну-ка ты, Сидоров!"
Эх,эх,3,407751,"39,57,58",3,"-- А всё боишься! Эх вы, ученые люди, --"
Капитана Тушина,капитан туш,3,414499,"40,43,44",3,"-- Капитана Тушина, ваше превосходител"
Ради,рад,3,425795,"41,49,59",3,"""Ради… ого-го-го-го-го!…"""
Николаю Андреевичу,никола андреевич,3,522711,48,1," княжны Марьи князю Николаю Андреевичу, несмотря на то, чт"
Подождите,подождит,3,539984,"49,63",2,"""Кто тут? Зачем? Подождите!"" как будто говорил"
Арнауты,арнаут,3,564944,51,1," к
нему, закричал: ""Арнауты!"" (Арнауты -- была "
Государи,государ,3,575364,"52,63",2," свита
императоров. Государи подъехали к флангу "
Урра,урр,3,575719,"52,54",2,"рвый полк гаркнул: ""Урра!"" так оглушительно,"
Марк,марк,3,592388,53,1,"о анекдоты с графом Маркòвым?
Только один гр"
Ребята,ребят,3,603888,"54,59,60",3,"-- Ребята, за здоровье госуда"
Савари,савар,3,605576,55,1,ом. Офицер этот был Савари. Государь только чт
Диспозиция,диспозици,3,616268,"56,59",2,"""Диспозиция к атаке неприятельс"
Сокольница,сокольниц,3,616330,"56,58,63",3,"позади Кобельница и
Сокольница, 20-го ноября 1805 "
Kolonne,kolonne,3,617138,56,1," noethig… Die erste Kolonne
marschirt… die zwei"
Праценских,праценских,3,644982,"58,62",2," Кутузов, стояла на Праценских
высотах."
Шлапанице,шлапаниц,3,645360,"58,63",2,"изу, но при
деревне Шлапанице, на высоте, на кото"
Прац,прац,3,646635,"58,59,61",3,"орами около деревни Прац, всё по одному
напр"
Новосильцев,новосильц,3,655330,"59,63",2,"иты. Чарторижский и
Новосильцев, и князь Волконский"
Толь,толь,3,685823,62,1,"сударя, капитан фон-Толь случайно наехал на "
Признаюсь,признаюсь,3,701165,63,1,"6 Признаюсь, все эти праздники "
Кстати,кстат,3,701469,63,1,"10 Кстати, -- виконт Мортемар"
Будьте,будьт,3,702569,63,1,"40 Будьте покойны, Лиза, вы в"
Прелестно,прелестно,3,703431,63,1,"61 Прелестно,"
Lucques,lucques,2,288,"0,3",2,on prince. Gênes et Lucques ne sont plus que de
Ne,ne,2,2786,"0,16",2,-- Ne me tourmentez pas. 
Qu,qu,2,2960,"0,3",2,"скучающим тоном. --
Qu'a-t-on décidé? On a"
Cette,cette,2,4915,"0,36",2,"бергу, ни Гаугвицу. Cette fameuse neutralité "
Винценгероде,винценгерод,2,5217,"0,37",2,"место нашего милого Винценгероде, вы бы взяли присту"
Функе,функ,2,5922,0,1,т назначения барона Функе первым секретарем в
Monsieur,monsieur,2,6270,"0,3",2,-- Monsieur le baron de Funke a
Перестаньте,перестаньт,2,7916,"0,35",2,-- Перестаньте шутить. Я хотела се
Que,que,2,8950,"0,5",2," так
себе объясняю. Que voulez vous?..22 --"
Екатерининского,екатерининского,2,14747,"1,6",2,"ный сын знаменитого Екатерининского вельможи, графа Без"
Вечер Анны Павловны,вечер анн павловн,2,18126,"2,45",2,Вечер Анны Павловны был пущен. Веретена
Энгиенского,энгиенского,2,19220,"2,3",2," об убиении герцога Энгиенского. Виконт
сказал, что"
Энгиенский,энгиенский,2,19259,2,1,"
сказал, что герцог Энгиенский погиб от своего вел"
Louis,louis,2,19458,"2,3",2,"уя, как чем-то à la Louis XV45 отзывалась эта"
Княжна Элен,княжн элен,2,20210,"2,45",2,Княжна Элен улыбалась; она подн
Madame,madame,2,21231,"2,9",2,"-- Madame, je crains pour mes"
Жорж,жорж,2,27173,"2,63",2,азал виконт о m-llе Жорж и Бонапарте!
Можно,можно,2,27760,"2,8",2,"ал свой
рассказ. -- Можно?"
Ничто,ничто,2,28794,"2,63",2,я его вижу в свете. Ничто так не нужно молодо
Пожилая,пожила,2,29054,"3,46",2,"отцу князю Василью. Пожилая дама, сидевшая
преж"
Голицына,голиц,2,29975,3,1,"янцеву, через князя Голицына: это было бы умнее."
Папа,пап,2,31013,3,1,"-- Папа, мы опоздаем. -- ск"
Постойте,постойт,2,32281,"3,63",2,"-- Постойте, два слова. Une foi"
Une,une,2,32302,"3,56",2,"остойте, два слова. Une fois passé aux gard"
Непременно,непременно,2,32908,"3,18",2,"-- Непременно, а Кутузову не обещ"
Rien,rien,2,34568,"3,19",2,"r madame Elisabeth? Rien, -- продолжал он,
о"
Конде,конд,2,35017,"3,63",2,"лкой на столе, герб Конде. Он растолковывал е"
Bonaparte,bonaparte,2,36540,"3,33",2,"-- Bonaparte l'a dit,79 -- сказа"
Революция,революци,2,39051,3,1,"
великого человека. Революция была великое дело, "
Пьера Анна Павловна,пьер анн павловн,2,40225,"3,45",2,"рвую минуту выходки Пьера Анна Павловна ужаснулась,
несмотр"
Притом,прит,2,41601,"3,45",2,"ал князь Андрей.
-- Притом надо в поступках го"
Идите,идит,2,45356,"4,63",2,"-- Идите, Annette, вы просту"
Au,au,2,45760,"4,47",2,"nvisagera la chose. Au
revoir,97 -- и она "
Princesse,princesse,2,47170,"4,20",2,"-- Princesse, au revoir,98 -- кр"
Па,па,2,47382,"4,11",2,"-- Па-звольте, сударь, --"
Сегодня,сегодн,2,53050,"5,16",2,"л как бы членом. --
Сегодня, когда я подумала, "
Курагину,курагин,2,63670,5,1,"о бы было поехать к Курагину"", подумал он. Но то"
Стивенса,стивенс,2,65227,5,1,-- Держу за Стивенса сто! -- кричал один
Смотри,смотр,2,65261,"5,27",2,-- Смотри не поддерживать! --
Мишку,мишк,2,65377,5,1,"-- Ну, бросьте Мишку, тут пари."
Одним,одним,2,65398,"5,35",2,"-- Одним духом, иначе проигр"
Яков,як,2,65453,5,1,"-- Яков! давай бутылку, Яко"
Стойте,стойт,2,65598,5,1,"а средине
груди. -- Стойте, господа. Вот он Пе"
Петруша,петруш,2,65622,"5,7",2,"те, господа. Вот он Петруша, милый друг, -- обр"
Линии,лини,2,67003,"5,39",2,"ца, был
весь виден. Линии этого рта были заме"
Смирно,смирно,2,69956,"5,52",2,-- Смирно! -- закричал Долохо
Молодцом,молодц,2,72656,"5,52",2,-- Отлично! Молодцом! Вот так пари! Чорт
Семеновского,семеновского,2,73931,"6,13",2,"переведен в
гвардию Семеновского полка прапорщиком. "
Боренька,бореньк,2,74296,"6,9",2,"
живал ее обожаемый Боренька, только что произве"
Молодежь,молодежь,2,75229,"6,15",2," разговором гостей. Молодежь была в задних
комна"
Главное,главно,2,76866,"6,47",2,"аздвинутый стол. --
Главное -- сервировка. То-т"
Хороша,хорош,2,79488,6,1,"-- Хороша, ma chère, фигура к"
Lorrain,lorrain,2,81013,"6,10",2,"ут каждую минуту, и Lorrain121 приехал из
Петер"
Сорок,сорок,2,81113,"6,63",2," или князю
Василию. Сорок тысяч душ и миллион"
Очевидно,очевидно,2,82583,"7,31",2,"о середине комнаты. Очевидно
было, она нечаянно,"
Bonjour,bonjour,2,83111,"7,11",2,"-- Bonjour, ma chère, je vous "
Изредка,изредк,2,85210,"7,13",2,tesse Apraksine.126 Изредка они взглядывали дру
Давно,давно,2,88191,"8,27",2,"-- Давно говорят, -- сказал "
Именно,именно,2,90829,"8,33",2,"ишься, всё боишься! Именно тот возраст, в кото"
Старшая,старша,2,92662,"8,11",2,"и оттого неприятно. Старшая, Вера, была
хороша,"
Графинюшка,графинюшк,2,93084,"8,50",2,"ха таить, ma chère! Графинюшка мудрила с Верой, --"
Красивая Вера,красива вер,2,98175,9,1,Красивая Вера презрительно улыбну
Оставьте,оставьт,2,100064,"9,63",2,"-- Оставьте, Борис, вы такой ди"
Genlis,genlis,2,100439,9,1,"ты только madame de Genlis131 (это прозвище, с"
Некому,неком,2,102772,"9,44",2,"лушка идет юнкером. Некому
похлопотать. Ты ког"
Nathalie,nathalie,2,103495,"9,10",2,"сный. Но ты
знаешь, Nathalie, мою любовь к сыну."
Василия Сергеевича,васили сергеевич,2,107161,10,1, надо увидать князя Василия Сергеевича: ведь он здесь стои
Сын,сын,2,108515,"10,22",2,"дом, подошел к ним. Сын заметил,
как вдруг "
Annette Шерер,annette шерер,2,109616,10,1,"рбурге, на вечере у Annette Шерер."
Un,un,2,110395,"10,16",2,"cet
ours mal-léché! Un personnage complète"
Войдя,войд,2,114082,"11,51",2,"л на половину отца. Войдя в
гостиную, обычное"
Их,их,2,114227,"11,44",2,"читала одна из них. Их
было три. Старшая, "
Могу,мог,2,115098,11,1,Как здоровье графа? Могу я видеть его? -- сп
Angleterre,angleterre,2,116506,"11,36",2,"-- L'Angleterre a vécu,153 -- прого"
Питту,питт,2,116703,"11,63",2,"оговорить приговора Питту,
воображая себя в э"
Лондон,лондон,2,116836,"11,34",2,"-де-Кале и завоевав Лондон, -- как
увидал вход"
Jacquot,jacquot,2,117807,11,1, горы ездили с m-me Jacquot…155 давно.
Булонской,булонск,2,118252,11,1,"у, что вы думаете о Булонской
экспедиции? Ведь ан"
Но Борис,но борис,2,118917,11,1,"ал бы
раскаиваться. Но Борис говорил отчетливо, "
Разумеется,разумеетс,2,120741,"11,52",2,"рошо, очень хорошо.
Разумеется, вы меня не знаете."
Виновата,виноват,2,123496,"12,20",2,"-- Виновата-с, -- сказала горни"
Ст,ст,2,123767,"12,30",2, тысячу рублей дал. Стóит!
Сию,си,2,125144,"12,36",2,"было и запамятовал… Сию минуту
прикажете до"
Альфонс Карлыч,альфонс карлыч,2,128767,"13,51",2,"n très honorable160 Альфонс Карлыч, --
говорил Шиншин,"
Немец,немец,2,130242,"13,16",2,a balance у est…162 Немец на обухе молотит хл
Хозяева,хозя,2,131761,"13,27",2,ливы сесть за стол. Хозяева поглядывают на двер
Oui,oui,2,132544,"13,19",2,"-- Oui, madame,164 -- отве"
Гости,гост,2,132983,"13,46",2,носложными словами. Гости были все заняты меж
Лучше,лучш,2,134912,"13,62",2,"о, батюшка,
стыдно! Лучше бы на войну шел."
Autriche,autriche,2,138858,"14,33",2,"battu le caquet à l'Autriche. Je crains, que cet"
Ерема,ерем,2,139875,14,1,"us le proverbe:169 ""Ерема, Ерема, сидел бы ты"
Cela,cela,2,139973,"14,35",2,"щась и улыбаясь. -- Cela
nous convient à mer"
Совершенно,совершенно,2,140735,"14,63",2,"-- Совершенно с вами согласен, --"
Казак,казак,2,142909,"14,29",2,-- Казак! -- проговорила она
Ей-Богу,ей-бог,2,148574,"15,28",2," Ты думаешь? Право? Ей-Богу? -- сказала она, бы"
Ай,ай,2,154309,"15,44",2,-- Ай да Данила Купор! --
Хотели,хотел,2,156806,16,1,"аф-то не узнает уж? Хотели
соборовать?"
Tr,tr,2,157044,"16,40",2,"-- Très beau, -- говорил "
Возьмите,возьмит,2,157331,"16,32",2,-- Возьмите стакан отварной вод
Катерина Семеновна,катер семеновн,2,160725,16,1,"ая княжна и кузина, Катерина Семеновна, --
продолжал князь"
Вопрос,вопрос,2,162671,"16,33",2,"осударь знал о нем.
Вопрос только в том, уничт"
Catiche,catiche,2,163126,"16,19",2,"-- Mais, ma pauvre Catiche, c'est clair, comme"
Милая,мила,2,164390,"16,63",2,-- Милая ты моя княжна Катер
Nous,nous,2,167989,"16,35",2,"-- Nous у voilà,186 отчего "
Sa,sa,2,174358,"17,20",2,- Ayez confiance en Sa miséricorde!192 -- 
Venez,venez,2,177468,"17,18",2,n qui va commencer. Venez.195
Божией,божи,2,179646,"18,63",2," и преданность воле Божией. ""Ежели вы
не поним"
Больной,больн,2,182220,"18,63",2,"принятием таинства. Больной
лежал всё так же бе"
Щеки,щек,2,189908,"19,47",2,"ложив
ногу на ногу. Щеки его сильно перепрыг"
Павле,павл,2,196292,"20,47",2,"го времени, как при Павле был сослан в деревн"
Пожалуйте,пожалуйт,2,198668,"20,47",2,"и
шопотом доложил: ""Пожалуйте""."
Tout-Puissant,tout-puissant,2,205353,20,1,"é par l'ange que le Tout-Puissant, dans Sa
miséricord"
Безуховой,безухов,2,207922,"20,63",2,ou me fait comtesse Безуховой. Mais vous sentez b
Cependant,cependant,2,211761,"20,33",2,"e fureur chez
vous. Cependant, puisque vous me di"
Lui,lui,2,212998,20,1,"ce ne
venant pas de Lui; que moins nous che"
Лысые Горы,лысы гор,2,213807,"20,63",2,"nonce son
arrivée à Лысые Горы avec sa femme. Ce s"
Elle,elle,2,218378,"21,48",2,",
целуясь с нею. -- Elle ne nous attend pas!"
Даже,даж,2,221206,"21,45",2,"-- Даже завтра, -- отвечал "
Наверное,наверно,2,221454,"21,50",2,-- Наверное? -- сказала она.
Здорово,здорово,2,223154,"21,27",2,"данными запишет. -- Здорово! -- И он
выставил с"
Италии,итали,2,225393,"21,40",2," были
действовать в Италии и на Рейне, и как п"
Болконских,болконских,2,227630,22,1,"ского дерева князей
Болконских, висевшую напротив "
Моро,моро,2,231614,22,1,"оторую ему поставил Моро, и не умел из
нее в"
Вон,вон,2,232990,"22,29",2,рте великий тактик? Вон и он говорит.
Спасителя,спасител,2,241915,"23,47",2,й старинный образок Спасителя с черным ликом в се
Брат,брат,2,242221,23,1,"али его прекрасным. Брат хотел
взять образок"
Знай,знай,2,243286,23,1,"-- Знай одно, Маша, я ни в "
Счастлива,счастлив,2,243560,"23,45",2,"счастлив ли я? Нет.
Счастлива ли она? Нет. Отчего"
Прекрасные,прекрасны,2,243679,"23,49",2,"поцеловал ее в
лоб. Прекрасные глаза его светились"
Едешь,едешь,2,246316,"23,25",2,-- Едешь? -- И он опять стал
Служба,служб,2,246523,"23,25",2," юбку не держишься. Служба
прежде всего. Спаси"
Плохо,плохо,2,247374,"23,36",2,"-- Плохо дело, а?"
Жена,жен,2,247417,23,1,-- Жена! -- коротко и значи
Должно,должно,2,248882,"23,57",2,"-- Должно быть, мне прежде те"
Михайло Митрич,михайло митрич,2,254776,24,1,"-- Ну, батюшка Михайло Митрич, -- обратился он к "
Ближе,ближ,2,263516,"25,56",2," и иногда
смеялись. Ближе всех за главнокоман"
Рядом,ряд,2,263597,"25,63",2,"л
князь Болконский. Рядом с ним шел его товар"
Помилуйте,помилуйт,2,267943,"25,41",2,"-- Помилуйте, генерал, да смею л"
Вовсе,вовс,2,269671,"25,63",2,-- А то нет! Вовсе кривой.
